id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5383083,Rental unit in Tiverton · ★4.90 · 2 bedrooms · 1 bath,27902565,Carmen,Newport,Tiverton,41.61203,-71.20755,Entire home/apt,195,4,99,2023-08-31,0.93,1,362,7,00403
5432860,Home in South Kingstown · ★4.76 · 3 bedrooms · 4 beds · 2 baths,28181985,Ariel,Washington,South Kingstown,41.39048,-71.61138,Entire home/apt,200,5,34,2023-09-08,0.32,1,304,4,
5490686,Guesthouse in Middletown · ★4.90 · 1 bedroom · 2 beds · 1 bath,17378776,Lauren,Newport,Middletown,41.49176,-71.28328,Entire home/apt,175,7,10,2023-01-06,0.24,4,43,1,
5571651,Loft in Newport · ★4.93 · 3 bedrooms · 5 beds · 1 bath,27268443,Lisel,Newport,Newport,41.49392,-71.3103,Entire home/apt,212,3,201,2023-12-30,1.91,40,108,28,RE.04802-STR
5660295,Rental unit in Providence · ★4.96 · 3 bedrooms · 4 beds · 2 baths,29340181,Karen&Kurt,Providence,Providence,41.82232,-71.39031,Entire home/apt,,1,274,2023-12-10,2.62,1,0,27,208508
5744697,Bed and breakfast in Newport · ★4.82 · 1 bedroom · 1 bed · 1 private bath,24634885,Lorraine,Newport,Newport,41.47679,-71.30779,Private room,224,2,200,2023-09-24,1.91,7,0,11,RE.04261-STR
5755746,Boat in Providence · ★4.55 · 2 bedrooms · 3 beds · 2 baths,28280567,Neil,Providence,Providence,41.81768,-71.40199,Entire home/apt,201,1,155,2023-10-27,1.47,1,0,17,
5813328,Home in Tiverton · ★4.66 · 3 bedrooms · 5 beds · 2.5 baths,30163254,Joseph,Newport,Tiverton,41.577999114990234,-71.20826721191406,Entire home/apt,575,2,137,2023-10-14,1.33,1,350,20,
5834806,Rental unit in Newport · ★4.88 · 1 bedroom · 1 bed · 1 bath,10916269,Brian J,Newport,Newport,41.47521,-71.30704,Entire home/apt,44,30,308,2023-12-17,3.08,1,229,2,
5838286,Home in Providence · ★4.75 · 4 bedrooms · 6 beds · 2.5 baths,14290370,David,Providence,Providence,41.84716,-71.38941,Entire home/apt,695,3,36,2023-05-29,0.35,1,232,1,
5904402,Home in Providence · ★4.96 · 3 bedrooms · 3 beds · 1.5 baths,30666737,Pat,Providence,Providence,41.8384,-71.39777,Entire home/apt,155,2,102,2023-12-27,1.10,1,0,28,RE.01884-STR
5928990,Home in Newport · ★4.97 · 2 bedrooms · 3 beds · 1 bath,30783726,Scott,Newport,Newport,41.47241,-71.31749,Entire home/apt,430,1,256,2023-12-26,2.48,1,236,27,RE.04020-STR
6018831,Home in Westerly · ★4.95 · 3 bedrooms · 5 beds · 2 baths,31242203,Jon And Kathy,Washington,Westerly,41.34164,-71.77062,Entire home/apt,140,6,19,2019-09-02,0.18,1,0,0,
6063549,Home in Jamestown · 4 bedrooms · 5 beds · 4 baths,31472782,Carol,Newport,Jamestown,41.55234,-71.36545,Entire home/apt,1071,5,1,2016-07-23,0.01,1,342,0,2-0326-1545
6103688,Home in Cranston · ★4.82 · 5 bedrooms · 6 beds · 2 baths,6511150,Richard,Providence,Cranston,41.79164,-71.48789,Entire home/apt,248,3,93,2023-12-10,1.34,1,0,29,
6127966,Rental unit in Newport · ★4.90 · 1 bedroom · 1 bed · 1 bath,7396890,Karen,Newport,Newport,41.4884,-71.31431,Entire home/apt,113,30,341,2023-12-15,3.28,4,362,11,RE.01924-STR
6133244,Loft in Newport · ★4.58 · 2 bedrooms · 4 beds · 1 bath,31040793,Tina,Newport,Newport,41.46882,-71.31416,Entire home/apt,607,5,83,2021-09-19,0.79,2,364,0,
6145696,Guest suite in Barrington · ★4.88 · 1 bedroom · 1 bed · 1 bath,31879675,Robin,Bristol,Barrington,41.7316,-71.30092,Entire home/apt,88,3,112,2022-10-23,1.06,1,166,0,
6169261,Cottage in Narragansett · ★4.93 · 3 bedrooms · 4 beds · 1 bath,32007048,Donna,Washington,Narragansett,41.498,-71.43774,Entire home/apt,600,5,55,2020-09-20,0.53,1,178,0,
6169717,Rental unit in Providence · ★4.75 · 2 bedrooms · 1 bed · 1 bath,294188,Eske And Helen,Providence,Providence,41.83421,-71.38709,Entire home/apt,100,7,12,2022-04-03,0.12,1,233,0,
6182282,Rental unit in Weekapaug · ★5.0 · 1 bedroom · 2 beds · 1 private bath,32066932,Sarah,Washington,Westerly,41.32992,-71.75278,Private room,315,2,11,2023-08-24,0.17,5,334,4,
6213501,Condo in Newport · ★4.81 · 1 bedroom · 2 beds · 1 bath,32081408,David,Newport,Newport,41.48907,-71.31363,Entire home/apt,146,1,220,2023-12-23,2.15,7,91,38,
6285010,Boutique hotel in Newport · ★4.95 · 1 bedroom · 1 bed · 1 private bath,8359325,Mark,Newport,Newport,41.48971,-71.30721,Private room,156,1,173,2023-08-23,1.65,11,221,3,01799
6285437,Boutique hotel in Newport · ★4.93 · 1 bedroom · 1 bed · 1 private bath,8359325,Mark,Newport,Newport,41.48915,-71.30899,Private room,158,1,174,2023-10-27,1.68,11,230,5,01799
6328139,Townhouse in Newport · ★4.97 · 4 bedrooms · 4 beds · 2.5 baths,32936096,Shannon,Newport,Newport,41.478959661887494,-71.31583623474013,Entire home/apt,686,2,154,2023-11-11,1.51,1,0,33,RE.04131-STR
6376343,Cottage in Middletown · ★4.95 · 2 bedrooms · 3 beds · 1 bath,33232854,Kerri,Newport,Middletown,41.48922,-71.27758,Entire home/apt,335,7,55,2023-09-19,0.53,1,173,8,RE.00713-STR
6384148,Boutique hotel in Newport · ★4.93 · 1 bedroom · 1 bed · 1 private bath,8359325,Mark,Newport,Newport,41.48958,-71.30895,Hotel room,135,1,386,2023-12-16,3.68,11,0,21,01799
6399864,Home in Little Compton · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,7446600,Jill,Newport,Little Compton,41.46227,-71.19495,Entire home/apt,425,5,16,2022-04-24,0.16,1,284,0,
6446647,Rental unit in Bristol · ★4.89 · 2 bedrooms · 2 beds · 1.5 shared baths,33657779,Elizabeth,Bristol,Bristol,41.6755,-71.2782,Private room,100,2,197,2023-11-05,1.89,1,348,21,RE.00612-STR
6451239,Bed and breakfast in Newport · ★4.83 · 1 bedroom · 2 beds · 1 private bath,24634885,Lorraine,Newport,Newport,41.47669,-71.30747,Private room,162,2,161,2023-10-08,1.54,7,0,19,RE.04261-STR
6608477,Home in Saunderstown · ★4.83 · 4 bedrooms · 4 beds · 1.5 baths,38772686,Virginia,Washington,North Kingstown,41.5233,-71.41708,Entire home/apt,929,2,29,2023-08-20,0.28,1,180,2,
6608949,Home in Narragansett · ★4.88 · 3 bedrooms · 3 beds · 1 bath,34579340,Nita,Washington,Narragansett,41.39035,-71.48675,Entire home/apt,429,3,17,2022-07-25,0.16,1,355,0,
6656039,Home in Narragansett · ★4.65 · 3 bedrooms · 3 beds · 1 bath,34837543,Erin,Washington,Narragansett,41.48364,-71.43635,Entire home/apt,225,3,17,2019-09-02,0.16,1,342,0,
6722043,Bed and breakfast in Cranston · ★4.63 · 1 bedroom · 1 bed · 1 private bath,4490431,Andrew,Providence,Cranston,41.778107,-71.401604,Hotel room,239,2,30,2023-08-06,0.29,4,364,1,
6757919,Home in South Kingstown · ★4.83 · 4 bedrooms · 8 beds · 1.5 baths,35380399,Mackenzie,Washington,South Kingstown,41.43254,-71.53429,Entire home/apt,242,2,194,2023-11-05,1.87,1,227,26,
6884928,Home in Watch Hill · ★4.53 · 4 bedrooms · 4 beds · 3 baths,585719,Marco,Washington,Westerly,41.31628,-71.84318,Entire home/apt,1700,4,17,2023-07-15,0.17,1,221,3,
6933954,Guesthouse in Middletown · ★4.97 · 2 bedrooms · 2 beds · 1 bath,36352656,Kathy,Newport,Middletown,41.51519,-71.25042,Entire home/apt,300,2,67,2023-10-16,0.67,2,239,14,RE.00614-STR
7046664,Home in Hopkinton · ★4.87 · 7 bedrooms · 12 beds · 5 baths,36952318,Lynne,Washington,Hopkinton,41.44836,-71.75532,Entire home/apt,575,4,109,2023-10-23,1.07,1,0,8,225240
7061231,Rental unit in Newport · ★4.88 · 2 bedrooms · 2 beds · 1 bath,37027342,Peter,Newport,Newport,41.47312,-71.31268,Entire home/apt,325,2,16,2023-10-09,2.21,1,324,16,
7092488,Home in Barrington · ★4.85 · 3 bedrooms · 4 beds · 1 bath,37174023,Reina,Bristol,Barrington,41.7419,-71.33582,Entire home/apt,210,4,89,2023-11-26,0.88,1,173,7,RE.03930-STR
7095496,Guest suite in Middletown · ★4.94 · 1 bedroom · 1 bed · 1 bath,27268443,Lisel,Newport,Middletown,41.49321,-71.27737,Entire home/apt,136,2,271,2023-11-27,2.66,40,0,50,2022 Middletown -STR-349 State of RI- RE.01196 STR
7135082,Rental unit in South Kingstown · ★4.96 · 1 bedroom · 4 beds · 1 bath,27619406,Candyce,Washington,South Kingstown,41.48262,-71.52792,Entire home/apt,125,3,53,2023-12-10,0.67,1,195,8,RE.01936-STR
7198747,Bed and breakfast in Newport · ★4.89 · 1 bedroom · 1 bed · 1 private bath,35295592,Romana,Newport,Newport,41.49028,-71.30261,Private room,163,1,18,2018-08-15,0.17,2,118,0,
7222387,Cottage in Westerly · ★4.80 · 5 bedrooms · 8 beds · 3 baths,37809366,Perry,Washington,Westerly,41.33813,-71.77454,Entire home/apt,606,2,99,2023-10-29,0.98,1,213,8,RE.02597-STR
7228127,Cottage in Portsmouth · ★4.82 · 3 bedrooms · 3 beds · 1 bath,37798644,Sherry & Wayne,Newport,Portsmouth,41.62311,-71.23228,Entire home/apt,322,1,102,2023-08-26,1.49,2,268,6,03270-STR
7236831,Cottage in Middletown · ★4.85 · 1 bedroom · 2 beds · 1 bath,2941804,Jan,Newport,Middletown,41.49378,-71.2812,Entire home/apt,228,3,87,2023-10-27,0.85,2,356,9,STR-330
7319611,Rental unit in Newport · ★4.75 · 1 bedroom · 1 bed · 1 bath,38345103,Steven,Newport,Newport,41.46666,-71.30946,Entire home/apt,66,30,97,2023-05-21,0.95,5,183,2,
7319728,Rental unit in Newport · ★4.91 · 2 bedrooms · 2 beds · 1 bath,38345103,Steven,Newport,Newport,41.46666,-71.30946,Entire home/apt,235,30,23,2023-08-01,0.23,5,190,1,
7368501,Home in Middletown · ★4.91 · 4 bedrooms · 5 beds · 2 baths,27268443,Lisel,Newport,Middletown,41.53507,-71.26269,Entire home/apt,550,2,33,2023-08-27,0.33,40,2,5,State of RI RE.01565-STR MIDD STR-358
7403323,Guest suite in Narragansett · ★4.89 · 1 bedroom · 1 bed · 1 bath,36164232,Diane,Washington,Narragansett,41.4327,-71.46162,Entire home/apt,115,2,394,2023-12-24,3.83,1,0,50,
7404436,Home in Providence · ★4.98 · 1 bedroom · 1 bed · 1 private bath,38796658,Rose,Providence,Providence,41.82941,-71.3942,Private room,109,2,520,2023-12-10,5.05,1,151,56,
7416958,Condo in Newport · ★4.69 · 1 bedroom · 2 beds · 1 bath,32276340,Darcy,Newport,Newport,41.4895,-71.30905,Entire home/apt,207,5,26,2023-10-29,0.28,2,146,5,RE.03676-STR
7433355,Rental unit in Providence · ★4.87 · 1 bedroom · 1 bed · 1 bath,20185748,Eric,Providence,Providence,41.83869,-71.4011,Entire home/apt,101,5,135,2023-12-26,1.46,3,30,24,
7439481,Home in Narragansett · ★4.94 · 3 bedrooms · 4 beds · 2 baths,31760708,Mike & Lauren,Washington,Narragansett,41.47475,-71.44306,Entire home/apt,380,6,53,2023-08-01,0.70,1,194,1,RE.02592-STR
7473588,Home in New Shoreham · ★5.0 · 6 bedrooms · 7 beds · 3.5 baths,9098653,Jay,Washington,New Shoreham,41.16049,-71.54833,Entire home/apt,1814,7,12,2023-09-12,0.12,2,343,2,208504
7539623,Rental unit in North Kingstown · ★4.89 · Studio · 2 beds · 1 bath,39503977,Jane,Washington,North Kingstown,41.56562,-71.49128,Entire home/apt,92,1,541,2023-12-18,5.28,2,0,59,RE.01957-STR
7559900,Home in North Kingstown · ★4.93 · 3 bedrooms · 4 beds · 1 bath,39503977,Jane,Washington,North Kingstown,41.56112,-71.49122,Entire home/apt,281,1,159,2023-11-07,1.72,2,0,13,RE.01956-STR
7564579,Rental unit in Providence · ★4.89 · 4 bedrooms · 5 beds · 1 bath,39660447,Martha,Providence,Providence,41.81968,-71.43088,Entire home/apt,178,3,312,2023-12-23,3.04,1,142,23,RE.01813-STR
7660627,Home in Newport · ★4.98 · 2 bedrooms · 3 beds · 1 private bath,40209426,Dennis,Newport,Newport,41.46799,-71.31496,Private room,165,2,210,2023-10-16,2.06,1,148,22,RE.0146-STR
7707082,Rental unit in New Shoreham · ★4.61 · 3 bedrooms · 3 beds · 2 baths,40486074,Maryann,Washington,New Shoreham,41.17438,-71.56578,Entire home/apt,975,2,70,2023-09-24,0.69,2,364,6,
7732955,Rental unit in Newport · ★4.59 · 2 bedrooms · 3 beds · 1.5 baths,40637067,Richard,Newport,Newport,41.4863,-71.30999,Entire home/apt,9999,1,29,2023-10-27,0.29,1,29,4,
7734177,Bed and breakfast in Newport · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,17999959,The Owner,Newport,Newport,41.49365,-71.31685,Private room,166,1,272,2023-12-27,2.69,2,347,62,134
7746851,Boutique hotel in Newport · ★4.98 · 1 bedroom · 1 bed · 1 private bath,8359325,Mark,Newport,Newport,41.4894,-71.30747,Private room,171,1,51,2021-04-23,0.54,11,203,0,01799
7747771,Boutique hotel in Newport · ★4.92 · 1 bedroom · 1 bed · 1 private bath,8359325,Mark,Newport,Newport,41.49028,-71.30698,Private room,169,1,118,2023-08-24,1.25,11,197,7,01799
7747928,Boutique hotel in Newport · ★4.95 · 1 bedroom · 1 bed · 1 private bath,8359325,Mark,Newport,Newport,41.49081,-71.30702,Private room,163,1,132,2023-11-29,1.30,11,212,12,01799
7768549,Bed and breakfast in Newport · ★4.59 · 2 bedrooms · 2 beds · 1 private bath,40860008,Modesto,Newport,Newport,41.48698,-71.31029,Private room,299,1,34,2023-05-21,0.33,20,0,2,
7772935,Boutique hotel in Newport · ★4.94 · 1 bedroom · 1 bed · 1 private bath,8359325,Mark,Newport,Newport,41.48963,-71.30896,Private room,201,1,83,2023-09-09,0.89,11,230,8,01799
7796804,Rental unit in Newport · ★4.95 · 1 bedroom · 1 bed · 1 private bath,26440637,Keverne,Newport,Newport,41.49298,-71.31416,Private room,99,2,310,2023-12-10,3.08,2,238,36,208682
7806228,Boutique hotel in Newport · ★4.92 · 1 bedroom · 1 bed · 1 private bath,8359325,Mark,Newport,Newport,41.49026,-71.30762,Private room,188,1,49,2023-09-01,0.88,11,219,1,01799
7807329,Guesthouse in Charlestown · ★4.88 · Studio · 1 bed · 1 bath,19254858,Julia Anne,Washington,Charlestown,41.37315,-71.63176,Entire home/apt,88,2,265,2023-12-29,2.60,1,360,32,
7854959,Boutique hotel in Newport · ★4.97 · 1 bedroom · 1 bed · 1 private bath,8359325,Mark,Newport,Newport,41.49025,-71.30863,Hotel room,196,1,77,2023-11-10,0.81,11,167,4,01799
7952406,Home in New Shoreham · ★4.89 · 3 bedrooms · 5 beds · 1 bath,9098653,Jay,Washington,New Shoreham,41.16275,-71.54891,Entire home/apt,1250,7,38,2023-08-03,0.38,2,365,3,208504
7992837,Rental unit in Newport · ★4.93 · 1 bedroom · 1 bed · 1 private bath,26440637,Keverne,Newport,Newport,41.49413,-71.31286,Private room,103,2,298,2023-11-25,2.97,2,224,32,208682
8022912,Guest suite in Providence · ★4.96 · 1 bedroom · 3 beds · 1 shared bath,2555328,Felicia,Providence,Providence,41.847076416015625,-71.39988708496094,Private room,83,2,70,2023-12-27,0.70,1,241,19,RE.03206-STR
8050022,Rental unit in New Shoreham · ★4.76 · 3 bedrooms · 5 beds · 2 baths,40486074,Maryann,Washington,New Shoreham,41.17462,-71.56515,Entire home/apt,975,2,49,2023-08-13,0.53,2,360,9,
8053672,Cottage in Saunderstown · ★4.86 · 5 bedrooms · 5 beds · 2.5 baths,42533474,Meg,Washington,North Kingstown,41.52563,-71.41847,Entire home/apt,239,14,14,2018-07-17,0.14,1,307,0,
8247201,Home in Middletown · ★5.0 · 1 bedroom · 3 beds · 1 private bath,43492469,Diane,Newport,Middletown,41.49794,-71.26698,Private room,225,2,71,2023-10-10,0.71,1,114,10,
8276465,Home in Middletown · ★4.65 · 4 bedrooms · 7 beds · 4 baths,43090388,John,Newport,Middletown,41.48478,-71.27631,Entire home/apt,614,2,49,2023-09-17,0.53,1,327,2,STR-750
8284342,Home in Newport · ★4.99 · 1 bedroom · 2 beds · 1 shared bath,42903100,Anthony,Newport,Newport,41.49372,-71.31667,Private room,175,2,67,2023-08-13,0.67,4,361,5,RE 01830-STR
8285908,Home in Newport · ★4.98 · 1 bedroom · 2 beds · 1 shared bath,42903100,Anthony,Newport,Newport,41.49372,-71.31667,Private room,278,2,62,2023-09-04,0.63,4,363,4,RE 01830-STR
8322190,Home in Warwick · ★4.90 · 1 bedroom · 1 bed · 1 private bath,5100878,Janet & John,Kent,Warwick,41.70968,-71.37577,Private room,65,2,227,2023-12-08,2.27,1,361,32,00294-STR
8363716,Home in Narragansett · ★4.78 · 3 bedrooms · 4 beds · 2.5 baths,44081992,Mary,Washington,Narragansett,41.47503,-71.43699,Entire home/apt,364,3,27,2023-10-30,0.29,1,332,2,RE.02505-STR
8487209,Cottage in Hopkinton · ★4.98 · 1 bedroom · 6 beds · 1 bath,23166448,Quinn,Washington,Hopkinton,41.51268,-71.71741,Entire home/apt,169,2,123,2023-10-24,1.23,1,242,13,204253
8581633,Home in Providence · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,45163630,Jamie,Providence,Providence,41.84199,-71.39716,Entire home/apt,524,2,41,2023-10-15,0.42,2,257,3,
8612369,Home in Barrington · ★5.0 · 3 bedrooms · 3 beds · 2 baths,45302002,Camila,Bristol,Barrington,41.751,-71.32065,Entire home/apt,1000,3,12,2023-07-16,0.13,1,365,2,
8633824,Rental unit in Providence · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,41639043,Cristian Osiris,Providence,Providence,41.85455,-71.42815,Private room,40,1,354,2021-07-16,3.55,1,181,0,
8665619,Home in New Shoreham · ★4.89 · 4 bedrooms · 10 beds · 2 baths,43506408,Shel,Washington,New Shoreham,41.17117,-71.56735,Entire home/apt,543,3,119,2023-11-26,1.22,1,0,11,
8686580,Home in Cranston · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,45611082,Allison,Providence,Cranston,41.77198,-71.40772,Private room,32,30,55,2023-10-02,0.65,1,2,3,
8900846,Rental unit in Newport · ★4.62 · 2 bedrooms · 2 beds · 1 bath,46559677,Jeffrey,Newport,Newport,41.482662200927734,-71.30442810058594,Entire home/apt,240,4,97,2023-12-16,0.97,3,151,11,
9022565,Condo in Providence · ★4.97 · 1 bedroom · 1 bed · 1 bath,45831285,Dan,Providence,Providence,41.825979,-71.40619,Entire home/apt,175,4,37,2023-11-21,0.40,1,137,19,RE.00913-STR
9027668,Guest suite in Warwick · ★4.80 · 1 bedroom · 2 beds · 1 bath,36436240,Bonnie,Kent,Warwick,41.72377,-71.415,Entire home/apt,104,2,205,2023-12-24,2.17,1,345,18,RE-01735-STR
9049530,Cottage in Narragansett · ★4.84 · 2 bedrooms · 2 beds · 1.5 baths,41367648,AMPM Property Management,Washington,Narragansett,41.48325,-71.4223,Entire home/apt,,2,97,2023-10-09,0.98,8,0,14,RE.03917-STR
9197240,Bed and breakfast in Newport · ★4.96 · 1 bedroom · 1 bed · 1 private bath,24634885,Lorraine,Newport,Newport,41.47714,-71.30765,Private room,198,2,50,2023-08-04,0.51,7,0,3,RE.04261-STR
9385964,Home in Middletown · ★4.95 · 4 bedrooms · 6 beds · 3 baths,12240618,Julie,Newport,Middletown,41.48882,-71.28165,Entire home/apt,794,2,19,2022-05-01,0.20,2,306,0,00920
9712577,Bed and breakfast in Newport · ★4.80 · 1 bedroom · 3 beds · 1 private bath,24634885,Lorraine,Newport,Newport,41.47698,-71.30772,Private room,194,2,82,2023-10-08,0.84,7,0,6,RE.04261-STR
9774223,Home in Middletown · ★4.89 · 6 bedrooms · 11 beds · 7.5 baths,48096644,Paradise,Newport,Middletown,41.49943,-71.25111,Entire home/apt,973,3,28,2023-10-04,0.31,1,279,5,
9775842,Home in Little Compton · ★4.0 · 2 bedrooms · 3 beds · 2 baths,2673340,Pat,Newport,Little Compton,41.48765,-71.14271,Entire home/apt,330,7,3,2017-08-05,0.03,1,365,0,
9934711,Home in Middletown · ★4.81 · 7 bedrooms · 24 beds · 4.5 baths,27612979,Chris,Newport,Middletown,41.5107,-71.25709,Entire home/apt,923,1,145,2023-12-30,1.54,4,311,11,RE:00739-STR
9999926,Home in Barrington · ★4.75 · 3 bedrooms · 3 beds · 1.5 baths,16001406,Kara,Bristol,Barrington,41.74169,-71.32611,Entire home/apt,307,3,16,2023-11-28,0.91,1,363,13,RE.03203-STR
10177854,Rental unit in Portsmouth · ★4.98 · 1 bedroom · 3 beds · 1 bath,52124730,Tom,Newport,Portsmouth,41.64358,-71.2284,Entire home/apt,124,1,148,2023-10-30,1.84,1,350,28,
10208339,Home in Newport · ★5.0 · 4 bedrooms · 7 beds · 2.5 baths,52449297,Robb,Newport,Newport,41.47888,-71.30279,Entire home/apt,270,30,5,2023-06-25,0.06,1,38,1,
10229848,Rental unit in Newport · ★4.56 · 3 bedrooms · 3 beds · 1 bath,52570200,Brenda,Newport,Newport,41.48505,-71.31124,Entire home/apt,200,30,25,2021-07-25,0.27,1,89,0,
10233673,Home in Narragansett · ★4.88 · 4 bedrooms · 6 beds · 1.5 baths,52593202,David,Washington,Narragansett,41.48449,-71.42742,Entire home/apt,327,2,64,2023-08-26,0.69,1,27,7,RE.03230-STR
10252200,Home in Narragansett · ★4.99 · 2 bedrooms · 3 beds · 1 bath,3526206,Britt & Maureen,Washington,Narragansett,41.38746,-71.48945,Entire home/apt,201,6,84,2023-12-25,0.92,1,155,20,RE.01322-STR
10254296,Home in Providence · ★5.0 · 1 bedroom · 1 bed · 1 private bath,7648664,Eva,Providence,Providence,41.84071,-71.3978,Private room,60,14,43,2023-06-30,0.47,1,120,1,RE.00360-STR
10262958,Home in Newport · ★4.94 · 2 bedrooms · 3 beds · 1.5 baths,52766810,Bill,Newport,Newport,41.4858,-71.31326,Entire home/apt,1000,2,62,2023-03-26,0.67,1,269,1,RE.01576-STR
10266598,Rental unit in Cumberland · ★4.80 · 1 bedroom · 1 bed · 1 bath,52660264,Timothy,Providence,Cumberland,41.95064,-71.43417,Entire home/apt,119,7,30,2023-09-26,0.32,4,341,4,
